row_id,x,y,accuracy,time,place_id
3497,1.9402,2.4994,28,654590,5460296908
3498,4.0791,6.9206,19,566763,4552011265
3499,0.2841,2.6681,69,40753,9176520388
3500,2.8842,2.5606,11,161579,4265568700
3501,9.4223,6.3268,15,357594,9872912138
3502,3.8027,4.8498,73,774202,7227326379
3503,7.9730,7.0964,15,320513,5807047096
3504,9.4626,3.4768,65,557250,6740026936
3505,0.2293,0.9829,72,305309,6654730785
3506,2.0808,4.0613,7,49578,4976714128
3507,1.1395,2.3595,172,456184,3694767853
3508,1.9213,5.4094,4,35349,1055094621
3509,5.8323,0.0573,24,320788,2431531311
3510,5.2688,8.9366,58,441546,4131818186
3511,0.1361,0.1308,66,64461,3804306710
3512,5.2477,8.4075,64,42323,6142394377
3513,5.1848,8.4638,32,781785,7749252481
3514,8.6685,7.4257,159,532749,6308816003
3515,0.4073,6.7143,159,235371,1129393523
3516,1.4410,6.4444,63,245325,6054566435
3517,7.1143,1.4355,66,480959,6047526205
3518,2.3693,8.5727,53,549370,3610869104
3519,1.6164,2.5789,6,622032,5741988658
3520,8.8351,2.6990,68,337354,6941801265
3521,2.9304,4.0839,60,487654,9360776276
3522,2.3375,7.8256,70,605493,7576628864
3523,4.0510,7.7084,18,357079,9904416342
3524,3.1496,5.4486,66,567140,8199496852
3525,5.7216,9.6379,18,290895,4118143924
3526,2.5010,9.4696,62,551219,5092983033
3527,1.0685,7.7252,18,471643,6518383969
3528,3.7729,5.9315,299,714179,4196565426
3529,4.8612,3.2539,9,251978,5222434034
3530,8.6272,5.4582,56,524548,8000383722
3531,8.9781,4.1371,9,173436,3045415206
3532,6.8480,7.1375,58,443482,6647572972
3533,8.5954,6.4056,8,172558,1536415431
3534,2.3010,5.5396,13,316886,5566802395
3535,5.7800,1.9682,47,728125,6467777110
3536,9.8661,1.2008,20,384417,3024205669
3537,4.9438,7.9345,56,447126,3915062235
3538,0.2552,9.7174,68,507904,1960483341
3539,1.8503,9.5027,22,90171,7120323471
3540,0.2791,3.0089,48,491510,3349349046
3541,5.3214,1.6526,65,422459,3478273815
3542,6.1997,2.3182,66,640107,4582758286
3543,2.9473,0.2443,65,648326,1070856979
3544,2.9831,1.9257,66,482065,5195402020
3545,3.4284,6.2967,58,684973,9553605192
3546,7.9810,0.4768,137,519458,3280092136
3547,2.0169,7.3314,73,785798,1925053104
3548,0.3143,0.3958,131,159550,7936666343
3549,9.3835,6.3795,6,220675,9073477868
3550,7.9820,4.8677,83,606036,8381526208
3551,9.3953,3.3576,72,104908,6935839531
3552,1.0865,4.3658,50,66355,8880007501
3553,2.5465,8.9700,34,526287,9425271926
3554,4.8221,4.0591,63,154169,6443913191
3555,7.3684,6.5078,7,13525,9211747180
3556,5.6882,3.4784,68,94360,5998567741
3557,0.4333,0.2468,9,332541,7942904509
3558,3.1695,3.5551,139,664033,2370468866
3559,0.0733,3.2072,196,174964,1887482399
3560,2.7849,3.2498,20,740632,6745011299
3561,0.3719,9.1588,76,600364,5441722190
3562,3.6700,2.3262,33,701753,8612356943
3563,5.4301,8.8561,3,389776,7802394633
3564,6.7392,6.5974,14,177497,5692778215
3565,5.6151,9.5211,66,582046,4942303758
3566,3.7029,6.9735,70,635577,1909477771
3567,1.2210,6.2692,84,221966,6716888749
3568,0.2928,3.4632,152,658237,5169173233
3569,4.9792,8.9838,58,615962,2534560007
3570,7.0369,9.0283,57,636359,7864454817
3571,7.0885,0.4430,189,449857,8405010015
3572,8.9236,4.9878,70,551451,8320976860
3573,2.9801,8.4571,68,447525,4882651614
3574,8.2910,2.6214,61,68478,7675705440
3575,9.2371,8.8530,64,155636,7429251149
3576,0.4765,8.1351,59,716722,4803727791
3577,3.0150,3.7964,18,500846,7658856549
3578,5.3231,1.3076,28,653430,1566862614
3579,8.6899,1.6220,36,491121,8884612842
3580,9.5943,8.6671,29,578197,4422839835
3581,0.8102,9.8871,144,574102,8710886590
3582,3.1326,1.2957,101,607715,8099882727
3583,3.8452,4.1997,17,91317,1794105602
3584,8.4316,7.5998,128,739535,3186211633
3585,9.2437,8.5222,125,269476,8152651545
3586,9.1478,3.2315,12,268063,8090749821
3587,4.3812,1.8479,72,455323,1029371038
3588,5.6726,9.5335,778,361446,9090250684
3589,4.1537,4.3365,6,118305,2727722673
3590,2.9923,0.2880,61,337111,5465962866
3591,0.6731,9.9104,56,678477,6831349360
3592,5.7859,3.4459,43,683644,2060437513
3593,3.7119,3.2727,36,486254,5889007670
3594,7.5489,0.6920,69,147472,5073815150
3595,1.8355,6.7363,11,344779,1296337068
3596,6.0697,7.6508,3,271244,1491934755
3597,9.4391,4.7757,21,691948,6219651324
3598,7.1002,5.7010,72,358982,4355238703
3599,2.8207,7.5752,157,717675,6563275837
3600,8.9475,2.7606,75,632608,1738446429
3601,8.4415,9.8288,166,208998,1947429170
3602,8.3032,4.2409,28,488183,6826250102
3603,3.1406,1.6916,89,304407,6810243143
3604,3.4397,6.3615,69,771073,9638166390
3605,1.2322,5.0197,1,172538,7643320426
3606,3.9813,6.4279,70,761117,7108830844
3607,5.4696,4.8265,27,602135,5686655944
3608,8.3970,4.3402,63,531403,1101710533
3609,2.4864,9.4314,8,172401,7458011035
3610,1.9657,3.3338,52,743579,8189035218
3611,4.2485,2.4031,21,153636,8084944709
3612,2.9057,9.1292,5,729846,4612033844
3613,6.0328,1.0946,62,654457,8859289628
3614,0.1952,9.3802,67,487268,8566172985
3615,6.3970,2.5206,746,493104,3981953392
3616,3.3289,8.8293,66,452439,1029263620
3617,0.2665,7.6574,57,455104,7791541075
3618,4.5912,1.7896,10,644355,7067292452
3619,9.7720,3.7543,138,563841,4540882910
3620,6.3340,0.7729,62,441273,8861841441
3621,7.9073,2.0925,4,270195,6862959416
3622,8.3896,6.4712,67,582827,2582902215
3623,9.5788,9.1108,17,650039,9658729500
3624,1.1261,6.8481,70,379751,2326195415
3625,4.0326,1.9997,62,87329,5391458774
3626,9.2769,4.7350,62,771443,1225237205
3627,0.6677,8.6186,76,684297,9714740321
3628,8.9791,7.4152,43,566275,6176466181
3629,5.9005,3.9863,61,755067,3086358938
3630,6.7960,1.5978,59,667151,4707611981
3631,2.7512,3.5955,60,761008,7190017789
3632,0.1165,5.2706,79,7691,5211132624
3633,8.0848,3.4915,28,709519,7617393544
3634,3.4495,3.0035,64,125038,5225034316
3635,9.3548,5.3363,54,776521,9425443373
3636,5.8317,6.8456,58,286787,6323633490
3637,6.3984,0.1922,161,766449,6204410654
3638,6.4658,9.6869,65,565217,8447863000
3639,4.7264,5.0126,80,740073,7254357775
3640,6.7644,9.5818,71,236381,1429196259
3641,0.2098,3.8344,24,597172,8900099575
3642,6.9841,3.0017,65,609875,1576185645
3643,4.5875,5.6785,65,304800,9639731031
3644,5.4720,0.3610,65,52177,3340778461
3645,5.2970,3.6035,70,500112,7543925170
3646,7.4716,4.3642,18,638756,4803889302
3647,0.1087,3.2389,62,178194,1849324656
3648,4.1340,4.7596,58,389905,6904810396
3649,2.3571,0.1036,60,570752,3194494303
3650,7.4653,3.5491,200,377988,7826466398
3651,4.5109,1.7100,14,565739,2879722490
3652,9.8499,7.5556,62,609251,4008571752
3653,6.1869,1.5984,13,24727,5928695290
3654,8.0322,1.2087,73,721257,1828744109
3655,3.6340,3.5189,32,514656,2568646213
3656,2.1586,8.0524,70,655618,8064588836
3657,2.8194,5.5665,181,637706,1510157759
3658,6.2373,5.5216,18,202789,8430633229
3659,4.7546,6.4184,56,664040,7062010636
3660,3.0487,0.2816,68,205849,6570791982
3661,2.0692,6.6608,58,494051,4653831541
3662,6.6847,6.2225,66,492923,1227752784
3663,2.1710,6.0130,74,446828,8157057876
3664,1.1926,8.4590,44,162761,4997531658
3665,7.9875,4.0368,354,208258,8399671708
3666,7.4175,5.7556,57,735976,7156722823
3667,2.9511,4.5551,126,415226,9375043667
3668,8.3659,1.8567,64,293104,4801414834
3669,3.0524,9.9294,14,737699,3578297330
3670,4.2190,0.3170,68,402737,1572082482
3671,6.2398,7.5390,5,221961,1193338624
3672,4.0310,4.9977,36,510210,3766280396
3673,3.4412,7.5207,7,251242,3496236920
3674,5.9639,6.7453,13,480523,5226631939
3675,7.3797,1.7791,171,585306,5636540566
3676,5.6283,8.2570,61,150669,9788728417
3677,5.5804,3.1395,53,214945,1126509441
3678,7.0459,6.6784,38,375666,5472296809
3679,0.0103,4.2118,166,728364,4688987402
3680,6.4645,9.4160,75,666288,3114847909
3681,8.5271,1.9134,67,228117,3129540938
3682,0.5014,7.9461,60,424647,5418596974
3683,9.9536,8.9871,76,669475,7781687212
3684,8.6978,4.3034,65,85576,4789686484
3685,5.2268,4.4037,65,484659,9553900693
3686,9.3250,1.1348,65,572904,1180259612
3687,3.7209,2.7083,59,281989,5997715397
3688,9.6059,3.4890,399,666846,3498897289
3689,2.9891,8.8189,23,449535,3999306439
3690,4.1781,5.0832,219,606789,7857734683
3691,8.3558,6.7875,9,524294,5883837298
3692,4.1358,4.9322,14,401368,6296025063
3693,9.0091,6.2409,29,328142,9341999931
3694,7.2417,4.9552,3,34969,7396996198
3695,4.2924,6.0766,82,561254,9763512000
3696,7.1119,7.0974,74,118476,6103842469
3697,7.4856,8.4781,186,83400,2131275951
3698,6.7286,4.4472,153,143320,3450402192
3699,2.8265,9.2524,59,671144,8346780976
3700,2.4931,1.8772,60,115881,1076841514
3701,3.9518,4.3432,70,354425,9870438945
3702,8.4277,6.8589,968,508944,4821816863
3703,6.9085,6.9727,44,552728,2074200095
3704,5.4343,1.0502,30,635873,1466683537
3705,4.3077,7.1622,67,557675,3995296278
3706,4.8921,9.2107,57,340587,9660117913
3707,0.8570,1.1681,71,772681,4922866360
3708,1.1484,8.5084,46,91964,7518152932
3709,3.5830,7.9684,67,752512,6914699705
3710,1.3028,3.3335,58,548790,7758976498
3711,7.1635,5.5875,38,690690,2300785644
3712,8.7041,4.1337,73,288964,5660637600
3713,2.1507,3.6708,59,34282,8856429728
3714,8.3476,3.2385,61,558654,7380836334
3715,2.4210,6.5313,15,201405,4732071679
3716,5.8366,1.5522,18,477069,7693586085
3717,0.2187,0.0752,69,149273,1353028782
3718,0.0215,8.8360,51,681860,2408479216
3719,3.6260,5.8722,66,260316,9102940219
3720,3.7847,6.4856,62,47748,8775773350
3721,3.7247,1.3028,17,370243,5904026875
3722,8.4590,4.5316,66,336167,5926728586
3723,5.2892,4.2933,70,694573,5103599591
3724,8.5326,2.1784,63,517692,6096999244
3725,0.4851,2.0167,64,478367,7810205103
3726,7.2107,4.8311,65,74826,8540759252
3727,1.5718,1.3834,64,764324,9639680342
3728,1.8689,7.0943,43,322048,8019891921
3729,1.3532,9.7310,56,228182,3241920728
3730,0.9806,7.9316,64,260855,5398907215
3731,7.4297,4.2577,68,75946,6356236829
3732,6.4134,0.2950,76,468438,4572001419
3733,2.3052,8.6758,68,716854,9262643710
3734,0.2180,7.4167,65,626680,2195441299
3735,8.6833,8.1803,30,639333,7230349735
3736,5.1472,8.6289,77,640463,3062480304
3737,4.3275,7.2101,30,522836,2694928514
3738,4.8557,6.3100,4,398358,6046889056
3739,7.9988,5.0020,40,778254,7097139518
3740,3.8352,5.1045,56,125806,5472104027
3741,9.6394,5.1492,68,337361,9948298466
3742,9.6818,3.0193,65,507857,1437104420
3743,1.0432,6.8154,23,29928,3788659129
3744,1.9233,4.4684,238,263676,5205523364
3745,2.5701,3.7860,58,588831,3629955611
3746,7.9820,4.6342,6,155225,6513771456
3747,2.9781,9.2286,75,38291,7996479304
3748,6.7684,9.4488,68,693099,1569936209
3749,2.2701,4.5624,67,337733,5502114778
3750,9.3014,1.2068,65,676513,6688518395
3751,3.5882,0.6144,265,457809,4698342830
3752,5.3465,7.1383,57,608844,6194307670
3753,2.2281,5.4038,72,22078,2217140005
3754,7.5777,3.1913,157,159770,1125290683
3755,6.2778,9.2033,69,346471,6303421028
3756,2.0700,8.8506,72,297930,8523011427
3757,7.0963,4.9835,191,402503,5870871885
3758,6.8985,4.2121,34,578082,1314639656
3759,2.0706,7.5100,64,44993,3631901464
3760,0.1293,6.9711,159,411490,8129260601
3761,4.9505,2.3688,112,10854,7328052751
3762,8.0240,6.4752,63,71177,9847387407
3763,5.9425,4.2608,72,771544,9624074844
3764,8.2678,1.0092,59,230049,6283467042
3765,4.1562,2.2752,63,615850,4296388567
3766,9.3928,8.3161,166,523372,5946223953
3767,6.1423,3.6073,74,627552,7053838784
3768,6.2942,8.1897,61,16978,9457356593
3769,6.4507,3.1082,72,676896,9603551476
3770,8.2292,2.3647,66,748623,1510979540
3771,0.6277,4.1753,62,724388,3279979588
3772,7.6805,3.0930,24,321517,3141127459
3773,8.5039,7.9083,165,751552,5507396378
3774,6.2503,6.1165,65,145777,1195617757
3775,4.5518,5.9374,305,169642,5783570350
3776,8.3157,0.5740,65,579541,1627006027
3777,4.5383,8.4661,421,499723,4021100328
3778,1.3365,0.5219,34,387672,8726471451
3779,9.3355,2.0370,66,333403,6503454297
3780,7.1222,4.7437,69,265042,8711514522
3781,4.0503,4.2463,10,341438,2605277672
3782,2.7580,9.9388,74,660027,3355606167
3783,2.5341,2.7888,58,524545,1732832254
3784,4.8784,2.5911,61,653798,6648586016
3785,8.4231,6.7410,40,329044,5311476067
3786,3.2773,9.7406,170,628078,1241970768
3787,9.4032,8.3169,24,485976,5946223953
3788,7.7642,6.6902,73,389238,1282599621
3789,1.8171,3.9819,459,408303,4040859127
3790,8.6427,6.4283,73,299375,4863345937
3791,1.4327,5.9207,14,105988,1145332966
3792,8.8407,8.7530,81,167940,6049132680
3793,8.3680,1.7346,25,312218,3765954212
3794,8.3600,4.1270,60,34596,5679678485
3795,5.4997,2.4391,24,762023,6870733067
3796,7.0929,3.9481,69,484749,5126316206
3797,5.5662,6.8342,848,364823,4069429047
3798,5.1888,2.3865,144,725642,7107020466
3799,7.9543,3.9841,84,673988,9724432448
3800,4.4683,5.4713,628,690169,2432562319
3801,6.9652,3.5877,61,431810,6434055790
3802,5.9533,2.9242,76,31899,8224460497
3803,9.9120,0.8290,9,236335,9490060903
3804,4.0180,4.5467,52,641441,6656232361
3805,9.9003,3.6246,19,349522,5474281628
3806,6.8941,8.8878,30,734145,8868379179
3807,0.2846,9.4874,82,325289,9082999660
3808,5.6239,9.2770,75,138878,6927825403
3809,1.9045,0.5521,10,623005,7627269320
3810,8.1849,2.6511,74,422726,9748315159
3811,6.7562,7.6577,253,363826,9177364092
3812,1.6699,8.2314,155,187846,1689923681
3813,6.3817,3.2814,7,172376,9845976622
3814,7.5619,4.5557,70,593786,2722938860
3815,1.6163,7.7430,65,98154,1024290530
3816,9.2439,4.3714,60,662791,7341198755
3817,9.5239,1.6523,56,769701,5572591594
3818,5.2777,8.2658,8,517077,8802999117
3819,4.3939,1.3254,23,653810,9799987750
3820,9.0850,3.2880,72,564947,3811804133
3821,3.0986,2.2018,2,401950,5606580795
3822,2.9424,7.5604,52,261445,5929342140
3823,3.3307,4.6297,165,474971,4229520683
3824,6.5515,4.0850,64,402574,9974654463
3825,1.8348,9.7355,102,648050,5302206366
3826,5.7155,6.1200,420,560734,1087583500
3827,2.7501,9.1916,54,229375,7016101362
3828,0.6857,6.7369,60,81277,9977345701
3829,6.0079,8.3707,52,196522,4808846620
3830,1.7942,5.4386,489,605257,6687248723
3831,1.9997,8.9175,33,432215,3666791473
3832,7.3482,7.2947,61,675766,5567664110
3833,8.0923,6.4986,25,521006,1218449973
3834,4.2378,3.1337,168,353278,7852858307
3835,4.6771,6.6650,62,156830,8687008669
3836,4.1257,8.8873,78,144453,5250103028
3837,0.6033,1.2429,5,365148,2418019536
3838,9.1249,7.5053,71,515778,4744374835
3839,0.1313,0.7962,56,397449,6316120411
3840,1.4431,4.2720,21,118283,3568391366
3841,3.7313,2.7780,47,419054,7279513646
3842,8.8906,8.9054,54,246784,6553716640
3843,9.9538,5.8916,15,126996,2228095458
3844,1.8543,3.1975,79,93755,9545619789
3845,1.6801,5.8114,91,704127,1736852724
3846,6.3495,5.8471,103,108014,3150928791
3847,1.8968,9.0448,39,687330,2765285262
3848,3.7779,9.5917,69,139957,1473916587
3849,7.2384,6.6504,15,778784,7625796165
3850,9.8421,1.4484,11,154379,2223240398
3851,4.7958,4.6947,74,370599,6806631255
3852,9.2300,8.2869,61,752772,5969502377
3853,0.6410,6.4842,66,452747,8778165137
3854,7.5074,7.6670,10,237654,5020670171
3855,3.4183,2.9490,62,367061,4655306463
3856,8.7033,9.7275,71,393546,3326955976
3857,4.9575,8.1527,172,741557,9917450749
3858,2.8819,2.2155,64,163406,5824142885
3859,3.3946,2.7021,15,722966,2961941601
3860,3.9560,9.9736,39,377493,2266050883
3861,2.4159,9.1100,82,747125,7177929382
3862,0.8656,9.6051,64,761319,7512116579
3863,8.3784,2.8912,66,302098,6767351273
3864,6.9552,2.8321,199,578880,7383862435
3865,4.8715,3.7831,76,654654,1637972968
3866,2.2296,7.1830,164,35647,5812522429
3867,1.2095,6.1848,178,671020,5829484090
3868,1.1066,5.9994,63,731162,1144050920
3869,2.3838,5.8806,66,580901,4176896404
3870,9.6521,9.6888,59,499495,1814324086
3871,3.4947,2.2056,8,781397,9805904287
3872,2.8946,1.7279,16,183681,2001133675
3873,6.2317,7.7363,70,83671,2593201446
3874,9.9880,3.8727,52,226036,6803496029
3875,0.4307,4.1552,9,405054,4356056093
3876,6.5670,7.5735,9,479453,6651563609
3877,8.1600,0.5628,61,125161,6970219346
3878,9.1752,1.8524,14,67828,5475661970
3879,7.7431,6.4292,10,506154,4338489478
3880,1.0919,7.9345,63,301298,6430490276
3881,2.6947,6.7581,124,335545,8629391784
3882,4.2562,7.8377,158,669966,3039275646
3883,6.2288,0.1200,144,25749,7952403020
3884,4.8090,8.7761,22,706177,3772129693
3885,2.4085,0.3660,10,732162,1949659665
3886,1.4208,9.1398,157,705523,6807066858
3887,3.1223,3.3659,62,399877,9182701017
3888,2.5485,8.6843,66,572849,2380514774
3889,1.5392,4.7043,55,749127,9924932963
3890,1.5071,3.8325,175,121147,8730628744
3891,7.7926,6.8481,30,151217,9696335965
3892,6.1196,9.6629,68,742091,2921317722
3893,3.1507,7.8503,3,77258,2621385289
3894,5.5187,6.1353,38,586588,9456307718
3895,6.5856,5.1266,61,526811,2079731005
3896,9.0519,7.5678,61,664307,5754675466
3897,8.1606,6.4292,65,561274,2981059798
3898,4.7093,2.4053,69,419263,6742761298
3899,2.9972,7.8680,173,373850,1288115782
3900,8.2004,4.8145,171,268747,4385492605
3901,2.9848,2.3463,63,580963,4184942588
3902,0.7892,2.4860,68,412985,5724091926
3903,3.9447,7.9921,9,708790,7215225479
3904,5.1060,1.2624,76,430863,9959956117
3905,6.6585,1.7842,62,682717,1019526703
3906,0.4541,7.6550,46,607921,8443579367
3907,5.2107,6.3241,57,443728,7330265414
3908,1.7883,3.1062,64,59032,9176842095
3909,0.0915,0.0682,65,436953,1006316884
3910,8.1435,8.7547,20,748652,5256534158
3911,1.4686,7.0025,47,607498,9948628015
3912,5.0628,4.1762,226,703449,6888265919
3913,5.0718,7.3847,23,546310,4841393345
3914,1.4056,5.6961,57,686443,3812640594
3915,7.6284,4.4015,42,613429,3197548775
3916,7.2828,5.1330,28,652339,6466730272
3917,8.8891,0.4318,348,432994,6569335352
3918,9.6906,9.0303,150,713112,6335512967
3919,0.9464,8.8216,10,156032,6234648544
3920,2.7651,1.7312,11,721863,3568004152
3921,1.8309,5.7345,12,207812,5981345671
3922,1.9264,6.4202,75,319604,5539361835
3923,4.5451,0.8305,74,207462,5693182053
3924,6.2028,7.1772,469,163325,9085330895
3925,9.3546,7.2308,18,568510,4743563088
3926,6.0888,3.2572,65,690584,9071959488
3927,3.5463,3.7741,54,293601,2602366624
3928,3.5790,2.5701,179,76183,5610989116
3929,1.1753,9.8430,67,712799,5530701428
3930,5.8514,0.3852,63,115428,1861719387
3931,1.2034,8.1023,55,360563,2079719001
3932,6.0134,5.2848,76,404358,7520695645
3933,2.0638,1.0326,136,705106,4255947450
3934,8.2595,2.5908,38,546857,4696936450
3935,9.9025,0.9051,54,692549,9694606869
3936,5.4070,4.6340,70,439364,7499116446
3937,7.3600,5.7129,56,388473,7403050058
3938,6.9463,7.9180,9,79161,1500006063
3939,6.6352,8.0232,309,332962,8644792847
3940,3.5139,0.6886,8,691591,7751705121
3941,2.8272,3.9457,6,730654,2903264459
3942,4.3746,0.6963,30,611608,6122101356
3943,1.4644,4.9226,68,68177,7773645227
3944,9.3762,6.4848,162,543028,3542963727
3945,4.6955,1.4672,65,519862,7165187505
3946,6.8937,1.5584,76,674859,1546696764
3947,2.6016,8.6324,27,149915,8527018188
3948,2.0860,6.6999,37,728481,4168180585
3949,9.3848,1.8031,9,214,5866227683
3950,2.5221,0.4886,277,594321,5474351952
3951,8.4222,0.3935,8,300923,1985532699
3952,7.1945,2.3957,71,28847,6774028728
3953,6.3469,6.4971,64,718523,5028691093
3954,5.6126,4.4339,193,710628,8633964883
3955,0.6501,9.6064,22,736011,9501235382
3956,3.6416,7.2019,65,704669,7041118253
3957,8.4284,1.9604,62,507557,4136521488
3958,1.9616,7.2270,61,420250,4470187451
3959,3.9601,8.4713,45,138442,4343742011
3960,6.2076,6.6637,34,525562,7739684922
3961,5.4860,2.9890,11,57212,5347397766
3962,6.8205,4.9441,99,418537,2089847773
3963,3.1839,4.0976,64,169966,5004480511
3964,6.4560,9.8995,53,479565,4547588889
3965,7.5362,0.9996,69,66005,9938570721
3966,8.7436,5.1507,70,325488,3652028137
3967,5.6663,7.7665,159,135937,3865448805
3968,4.7692,7.6093,66,698917,5489425638
3969,9.9378,4.6462,22,762231,9792943176
3970,9.7259,0.6099,10,162692,1071747029
3971,7.4238,8.4514,11,87066,3129463094
3972,2.0218,4.9210,622,415462,2960881969
3973,0.0532,0.3639,78,355374,5473477945
3974,7.0398,9.7361,140,121283,2766278687
3975,0.6872,2.1035,72,588237,4058779715
3976,3.3876,8.6937,27,385689,5477959482
3977,6.7823,4.9191,155,314537,2123537058
3978,8.0803,3.7912,40,709669,6319084907
3979,5.3634,2.6459,70,491317,1835173552
3980,2.9711,2.5658,35,158467,8688649585
3981,1.3413,3.1498,65,15905,5367454279
3982,5.5003,5.1706,25,399094,1177528798
3983,6.7915,2.9545,56,657774,3284772392
3984,3.7489,3.3746,74,319580,7781609411
3985,7.1184,6.2759,154,774778,4101964494
3986,0.5855,1.4667,65,132181,7968049891
3987,0.3901,5.7629,23,627413,8034956184
3988,5.5954,4.6739,22,553425,3269644883
3989,2.4717,7.7777,6,137939,9358882911
3990,8.4599,4.5765,24,539169,2872419400
3991,9.4499,7.7741,61,391068,1529885812
3992,6.4671,0.7821,67,221990,2612304311
3993,5.6917,9.5890,77,626789,1223206993
3994,2.4334,0.7635,94,574127,9327126981
3995,9.4025,0.5458,51,30131,7013640677
3996,1.4112,4.9273,66,478252,9599473253
3997,6.7710,8.6280,74,648603,1105845164
3998,9.6615,3.0243,194,479141,1437104420
3999,1.4764,6.0552,11,447444,1367733944
4000,0.2769,7.1349,81,696179,1963664645
4001,7.6974,5.2186,8,390401,7423079436
4002,8.8606,6.7673,65,536275,3410923137
4003,1.9239,1.7187,67,208897,3862217863
4004,7.8541,6.7165,61,752921,1563144550
4005,3.9719,5.0982,54,650552,6957503930
4006,6.1965,7.2636,71,744229,6949635960
4007,9.0412,6.9763,816,411545,2796622625
4008,3.6587,6.7751,57,155242,5195539946
4009,8.8587,6.1689,65,281803,3057925509
4010,1.1172,6.7363,56,345791,8190935121
4011,8.6570,9.3191,66,489349,2972192089
4012,5.1970,6.9554,183,358127,2250822975
4013,4.9052,8.1229,34,505316,3506907238
4014,9.6537,8.1472,14,464696,8423428055
4015,7.8080,2.0762,35,750186,2469180245
4016,2.2881,7.3097,57,656230,4759690802
4017,1.0879,4.6972,4,166475,2437296272
4018,5.2994,6.9771,65,178024,1246696155
4019,1.5215,7.2631,24,301467,5004701402
4020,5.8146,2.7440,64,617017,8265814686
4021,4.4699,8.2844,74,555540,5245133218
4022,7.5933,2.1458,13,784816,1513517283
4023,4.7603,7.2431,924,460685,3463230124
4024,2.3372,0.1324,3,319138,8687870273
4025,9.1846,1.7636,58,141578,3149832552
4026,0.3849,5.8510,23,115784,6738694931
4027,9.3377,1.5468,68,772462,5381959059
4028,9.3611,8.2359,5,376899,7838054724
4029,2.7270,9.0602,75,753419,7586453151
4030,7.9255,7.9450,68,421861,1478759067
4031,6.2725,4.0046,8,29208,4898499246
4032,1.3613,1.5688,30,461119,3208002691
4033,4.3914,5.3407,48,627526,3393726966
4034,8.2142,3.2531,76,353223,6683292031
4035,4.7289,9.3463,716,511175,9827097419
4036,9.4413,1.3432,68,628779,1368282133
4037,9.2916,3.5736,74,453784,3387697680
4038,3.7014,5.6442,23,714679,2287838253
4039,8.1128,4.4312,59,203679,8880987397
4040,9.7644,5.9081,777,421365,3639105223
4041,4.6041,9.7554,11,687035,3463753899
4042,2.7566,1.7092,63,506341,8151914846
4043,4.2493,0.5860,62,189184,6189807986
4044,3.8573,9.8935,49,708538,5200845329
4045,4.7843,7.6848,67,516320,5163791390
4046,2.2111,9.1781,138,637124,5664514365
4047,2.9661,4.8877,65,137146,6557117011
4048,2.5991,4.6087,26,499934,1134553402
4049,5.6353,0.1559,889,683548,4138486247
4050,7.5684,5.5628,44,759440,4539183864
4051,9.0831,8.2426,6,117165,3555409805
4052,8.9353,8.3783,102,564779,6385583070
4053,7.4492,1.7245,176,496341,3653393657
4054,7.9507,3.3569,57,221298,1353317377
4055,1.3034,0.9061,66,122970,6706945588
4056,9.7617,6.0169,9,2894,2517793358
4057,4.7844,4.3748,64,655028,6760701923
4058,6.0157,5.0476,58,772123,7831676642
4059,6.6292,9.0173,65,458303,7925581623
4060,4.1809,9.7911,65,676598,7735439610
4061,9.6335,0.8626,65,106757,6371918599
4062,7.9028,3.2819,6,378509,1349287922
4063,7.7174,3.7052,59,308652,2490581361
4064,7.1134,0.7561,156,275947,9984842022
4065,5.4633,9.4739,173,524092,6964042825
4066,0.9400,1.6932,72,155560,9521762010
4067,8.3776,7.2941,175,660797,4151095685
4068,6.2449,7.7335,70,361310,9768909261
4069,3.4142,2.7948,57,380258,1650229295
4070,0.4892,5.6035,155,517833,5177108802
4071,0.5406,1.5693,9,28741,2509270656
4072,2.8014,0.9468,23,392648,1166143100
4073,1.4922,3.4485,165,661447,1393092157
4074,3.5795,2.8863,111,526314,5969723405
4075,9.1814,2.8158,39,298257,9417654634
4076,8.1582,1.2945,56,603689,1485539584
4077,7.2568,8.0756,372,404583,9139246519
4078,4.1167,0.4255,910,676836,2646419110
4079,2.9038,0.6931,18,18634,1362777270
4080,2.1117,5.2208,13,201115,1127652731
4081,0.7568,3.8559,90,765715,6848956885
4082,5.8014,8.8149,31,333641,7008651692
4083,0.1922,1.9278,50,27526,2398705156
4084,5.3737,1.1694,158,368726,6149859917
4085,6.8069,7.8448,522,720655,9214355646
4086,3.7187,8.9411,16,122148,4676534883
4087,5.6683,1.3152,2,74739,2047628206
4088,3.2547,3.7363,64,721069,4754482536
4089,3.6441,2.1630,69,189828,2420553516
4090,7.3163,6.6511,62,499404,3294303801
4091,0.1510,1.1236,37,195746,6445693800
4092,2.0684,2.8492,57,4697,8253193420
4093,6.5690,6.6634,69,622460,3404137279
4094,2.6736,6.3079,65,754364,6131420760
4095,7.9495,7.9807,57,166970,3604524637
4096,3.4902,0.2707,61,680514,1631382722
4097,5.5698,2.5028,75,616896,6074708664
4098,8.5584,9.4960,59,723026,6820072815
4099,9.9495,1.5337,63,541585,5285315804
4100,0.7268,8.9858,154,712151,3664477558
4101,3.2819,4.6506,28,600948,1277200366
4102,9.1614,9.6054,8,61819,7559610058
4103,5.8829,2.3811,56,705824,8214080607
